"generation","genome","accuracy","training_time","layer","type","units","activation"
0,10,0.8416000008583069,7.605024814605713,2,"Dense",10,"relu"
0,10,0.8416000008583069,7.605024814605713,4,"Dense",4,"relu"
0,10,0.8416000008583069,7.605024814605713,5,"Dense",10,"relu"
0,10,0.8416000008583069,7.605024814605713,6,"Dense",12,"relu"
0,10,0.8416000008583069,7.605024814605713,7,"Dense",8,"relu"
0,10,0.8416000008583069,7.605024814605713,8,"Dense",9,"relu"
0,10,0.8416000008583069,7.605024814605713,10,"Dense",10,"softmax"
0,11,0.7268000245094299,6.361771583557129,2,"Dense",6,"relu"
0,11,0.7268000245094299,6.361771583557129,3,"Dense",8,"relu"
0,11,0.7268000245094299,6.361771583557129,5,"Dense",13,"relu"
0,11,0.7268000245094299,6.361771583557129,6,"Dense",4,"relu"
0,11,0.7268000245094299,6.361771583557129,7,"Dense",4,"relu"
0,11,0.7268000245094299,6.361771583557129,8,"Dense",14,"relu"
0,11,0.7268000245094299,6.361771583557129,9,"Dense",11,"relu"
0,11,0.7268000245094299,6.361771583557129,10,"Dense",12,"relu"
0,11,0.7268000245094299,6.361771583557129,11,"Dense",12,"relu"
0,11,0.7268000245094299,6.361771583557129,13,"Dense",10,"softmax"
0,12,0.5956000089645386,5.504564046859741,2,"Dense",14,"relu"
0,12,0.5956000089645386,5.504564046859741,4,"Dense",12,"relu"
0,12,0.5956000089645386,5.504564046859741,6,"Dense",11,"relu"
0,12,0.5956000089645386,5.504564046859741,7,"Dense",10,"softmax"
0,13,0.3084000051021576,9.961002111434937,2,"Dense",8,"relu"
0,13,0.3084000051021576,9.961002111434937,3,"Dense",10,"relu"
0,13,0.3084000051021576,9.961002111434937,4,"Dense",10,"relu"
0,13,0.3084000051021576,9.961002111434937,6,"Dense",10,"relu"
0,13,0.3084000051021576,9.961002111434937,7,"Dense",13,"relu"
0,13,0.3084000051021576,9.961002111434937,9,"Dense",7,"relu"
0,13,0.3084000051021576,9.961002111434937,11,"Dense",13,"relu"
0,13,0.3084000051021576,9.961002111434937,12,"Dense",6,"relu"
0,13,0.3084000051021576,9.961002111434937,14,"Dense",7,"relu"
0,13,0.3084000051021576,9.961002111434937,15,"Dense",6,"relu"
0,13,0.3084000051021576,9.961002111434937,16,"Dense",10,"softmax"
0,14,0.11479999870061874,7.215125322341919,2,"Dense",7,"relu"
0,14,0.11479999870061874,7.215125322341919,3,"Dense",5,"relu"
0,14,0.11479999870061874,7.215125322341919,4,"Dense",7,"relu"
0,14,0.11479999870061874,7.215125322341919,5,"Dense",10,"relu"
0,14,0.11479999870061874,7.215125322341919,6,"Dense",6,"relu"
0,14,0.11479999870061874,7.215125322341919,7,"Dense",14,"relu"
0,14,0.11479999870061874,7.215125322341919,8,"Dense",9,"relu"
0,14,0.11479999870061874,7.215125322341919,9,"Dense",8,"relu"
0,14,0.11479999870061874,7.215125322341919,10,"Dense",7,"relu"
0,14,0.11479999870061874,7.215125322341919,11,"Dense",4,"relu"
0,14,0.11479999870061874,7.215125322341919,12,"Dense",12,"relu"
0,14,0.11479999870061874,7.215125322341919,14,"Dense",11,"relu"
0,14,0.11479999870061874,7.215125322341919,15,"Dense",13,"relu"
0,14,0.11479999870061874,7.215125322341919,16,"Dense",14,"relu"
0,14,0.11479999870061874,7.215125322341919,17,"Dense",10,"softmax"
0,15,0.628000020980835,5.667973756790161,2,"Dense",9,"relu"
0,15,0.628000020980835,5.667973756790161,3,"Dense",6,"relu"
0,15,0.628000020980835,5.667973756790161,4,"Dense",10,"relu"
0,15,0.628000020980835,5.667973756790161,5,"Dense",8,"relu"
0,15,0.628000020980835,5.667973756790161,6,"Dense",12,"relu"
0,15,0.628000020980835,5.667973756790161,7,"Dense",5,"relu"
0,15,0.628000020980835,5.667973756790161,8,"Dense",5,"relu"
0,15,0.628000020980835,5.667973756790161,9,"Dense",10,"softmax"
0,16,0.33320000767707825,7.982200622558594,2,"Dense",14,"relu"
0,16,0.33320000767707825,7.982200622558594,3,"Dense",12,"relu"
0,16,0.33320000767707825,7.982200622558594,4,"Dense",12,"relu"
0,16,0.33320000767707825,7.982200622558594,5,"Dense",14,"relu"
0,16,0.33320000767707825,7.982200622558594,6,"Dense",10,"relu"
0,16,0.33320000767707825,7.982200622558594,7,"Dense",11,"relu"
0,16,0.33320000767707825,7.982200622558594,9,"Dense",12,"relu"
0,16,0.33320000767707825,7.982200622558594,10,"Dense",7,"relu"
0,16,0.33320000767707825,7.982200622558594,12,"Dense",6,"relu"
0,16,0.33320000767707825,7.982200622558594,14,"Dense",11,"relu"
0,16,0.33320000767707825,7.982200622558594,15,"Dense",13,"relu"
0,16,0.33320000767707825,7.982200622558594,17,"Dense",6,"relu"
0,16,0.33320000767707825,7.982200622558594,18,"Dense",5,"relu"
0,16,0.33320000767707825,7.982200622558594,19,"Dense",6,"relu"
0,16,0.33320000767707825,7.982200622558594,20,"Dense",10,"softmax"
0,17,0.11479999870061874,24.625999212265015,2,"Dense",4,"relu"
0,17,0.11479999870061874,24.625999212265015,4,"Dense",6,"relu"
0,17,0.11479999870061874,24.625999212265015,5,"Dense",9,"relu"
0,17,0.11479999870061874,24.625999212265015,7,"Dense",4,"relu"
0,17,0.11479999870061874,24.625999212265015,9,"Dense",9,"relu"
0,17,0.11479999870061874,24.625999212265015,10,"Dense",11,"relu"
0,17,0.11479999870061874,24.625999212265015,11,"Dense",4,"relu"
0,17,0.11479999870061874,24.625999212265015,12,"Dense",13,"relu"
0,17,0.11479999870061874,24.625999212265015,13,"Dense",4,"relu"
0,17,0.11479999870061874,24.625999212265015,14,"Dense",10,"relu"
0,17,0.11479999870061874,24.625999212265015,15,"Dense",8,"relu"
0,17,0.11479999870061874,24.625999212265015,16,"Dense",8,"relu"
0,17,0.11479999870061874,24.625999212265015,18,"Dense",5,"relu"
0,17,0.11479999870061874,24.625999212265015,19,"Dense",8,"relu"
0,17,0.11479999870061874,24.625999212265015,20,"Dense",10,"softmax"
0,18,0.5356000065803528,7.680293321609497,2,"Dense",9,"relu"
0,18,0.5356000065803528,7.680293321609497,4,"Dense",4,"relu"
0,18,0.5356000065803528,7.680293321609497,6,"Dense",5,"relu"
0,18,0.5356000065803528,7.680293321609497,8,"Dense",10,"relu"
0,18,0.5356000065803528,7.680293321609497,9,"Dense",7,"relu"
0,18,0.5356000065803528,7.680293321609497,10,"Dense",7,"relu"
0,18,0.5356000065803528,7.680293321609497,11,"Dense",11,"relu"
0,18,0.5356000065803528,7.680293321609497,12,"Dense",5,"relu"
0,18,0.5356000065803528,7.680293321609497,13,"Dense",11,"relu"
0,18,0.5356000065803528,7.680293321609497,15,"Dense",9,"relu"
0,18,0.5356000065803528,7.680293321609497,16,"Dense",10,"relu"
0,18,0.5356000065803528,7.680293321609497,18,"Dense",6,"relu"
0,18,0.5356000065803528,7.680293321609497,19,"Dense",14,"relu"
0,18,0.5356000065803528,7.680293321609497,20,"Dense",10,"softmax"
0,19,0.7188000082969666,6.215246200561523,2,"Dense",13,"relu"
0,19,0.7188000082969666,6.215246200561523,3,"Dense",6,"relu"
0,19,0.7188000082969666,6.215246200561523,4,"Dense",14,"relu"
0,19,0.7188000082969666,6.215246200561523,6,"Dense",10,"relu"
0,19,0.7188000082969666,6.215246200561523,8,"Dense",8,"relu"
0,19,0.7188000082969666,6.215246200561523,9,"Dense",9,"relu"
0,19,0.7188000082969666,6.215246200561523,10,"Dense",14,"relu"
0,19,0.7188000082969666,6.215246200561523,11,"Dense",10,"relu"
0,19,0.7188000082969666,6.215246200561523,12,"Dense",10,"relu"
0,19,0.7188000082969666,6.215246200561523,13,"Dense",10,"softmax"
0,20,0.7764000296592712,4.623001575469971,2,"Dense",4,"relu"
0,20,0.7764000296592712,4.623001575469971,3,"Dense",8,"relu"
0,20,0.7764000296592712,4.623001575469971,4,"Dense",5,"relu"
0,20,0.7764000296592712,4.623001575469971,5,"Dense",10,"softmax"
0,21,0.8939999938011169,20.46997618675232,2,"Dense",13,"relu"
0,21,0.8939999938011169,20.46997618675232,4,"Dense",9,"relu"
0,21,0.8939999938011169,20.46997618675232,5,"Dense",6,"relu"
0,21,0.8939999938011169,20.46997618675232,6,"Dense",11,"relu"
0,21,0.8939999938011169,20.46997618675232,7,"Dense",5,"relu"
0,21,0.8939999938011169,20.46997618675232,8,"Dense",9,"relu"
0,21,0.8939999938011169,20.46997618675232,9,"Dense",10,"softmax"
0,22,0.46720001101493835,10.360999345779419,2,"Dense",13,"relu"
0,22,0.46720001101493835,10.360999345779419,3,"Dense",9,"relu"
0,22,0.46720001101493835,10.360999345779419,4,"Dense",6,"relu"
0,22,0.46720001101493835,10.360999345779419,5,"Dense",10,"relu"
0,22,0.46720001101493835,10.360999345779419,6,"Dense",11,"relu"
0,22,0.46720001101493835,10.360999345779419,7,"Dense",7,"relu"
0,22,0.46720001101493835,10.360999345779419,8,"Dense",9,"relu"
0,22,0.46720001101493835,10.360999345779419,9,"Dense",4,"relu"
0,22,0.46720001101493835,10.360999345779419,11,"Dense",10,"relu"
0,22,0.46720001101493835,10.360999345779419,12,"Dense",10,"softmax"
0,23,0.6704000234603882,7.862998962402344,2,"Dense",11,"relu"
0,23,0.6704000234603882,7.862998962402344,3,"Dense",13,"relu"
0,23,0.6704000234603882,7.862998962402344,4,"Dense",11,"relu"
0,23,0.6704000234603882,7.862998962402344,5,"Dense",5,"relu"
0,23,0.6704000234603882,7.862998962402344,6,"Dense",9,"relu"
0,23,0.6704000234603882,7.862998962402344,7,"Dense",4,"relu"
0,23,0.6704000234603882,7.862998962402344,8,"Dense",9,"relu"
0,23,0.6704000234603882,7.862998962402344,10,"Dense",14,"relu"
0,23,0.6704000234603882,7.862998962402344,11,"Dense",5,"relu"
0,23,0.6704000234603882,7.862998962402344,13,"Dense",6,"relu"
0,23,0.6704000234603882,7.862998962402344,15,"Dense",5,"relu"
0,23,0.6704000234603882,7.862998962402344,16,"Dense",10,"relu"
0,23,0.6704000234603882,7.862998962402344,17,"Dense",13,"relu"
0,23,0.6704000234603882,7.862998962402344,18,"Dense",4,"relu"
0,23,0.6704000234603882,7.862998962402344,19,"Dense",10,"softmax"
0,24,0.8604000210762024,7.315998554229736,2,"Dense",6,"relu"
0,24,0.8604000210762024,7.315998554229736,3,"Dense",11,"relu"
0,24,0.8604000210762024,7.315998554229736,5,"Dense",10,"relu"
0,24,0.8604000210762024,7.315998554229736,6,"Dense",10,"softmax"
0,25,0.3068000078201294,6.144999027252197,2,"Dense",6,"relu"
0,25,0.3068000078201294,6.144999027252197,3,"Dense",11,"relu"
0,25,0.3068000078201294,6.144999027252197,4,"Dense",14,"relu"
0,25,0.3068000078201294,6.144999027252197,5,"Dense",8,"relu"
0,25,0.3068000078201294,6.144999027252197,6,"Dense",5,"relu"
0,25,0.3068000078201294,6.144999027252197,8,"Dense",9,"relu"
0,25,0.3068000078201294,6.144999027252197,10,"Dense",5,"relu"
0,25,0.3068000078201294,6.144999027252197,11,"Dense",12,"relu"
0,25,0.3068000078201294,6.144999027252197,13,"Dense",10,"relu"
0,25,0.3068000078201294,6.144999027252197,14,"Dense",5,"relu"
0,25,0.3068000078201294,6.144999027252197,15,"Dense",6,"relu"
0,25,0.3068000078201294,6.144999027252197,16,"Dense",10,"softmax"
0,26,0.3564000129699707,10.849001169204712,2,"Dense",4,"relu"
0,26,0.3564000129699707,10.849001169204712,3,"Dense",4,"relu"
0,26,0.3564000129699707,10.849001169204712,4,"Dense",9,"relu"
0,26,0.3564000129699707,10.849001169204712,5,"Dense",11,"relu"
0,26,0.3564000129699707,10.849001169204712,6,"Dense",8,"relu"
0,26,0.3564000129699707,10.849001169204712,8,"Dense",11,"relu"
0,26,0.3564000129699707,10.849001169204712,10,"Dense",6,"relu"
0,26,0.3564000129699707,10.849001169204712,11,"Dense",4,"relu"
0,26,0.3564000129699707,10.849001169204712,13,"Dense",5,"relu"
0,26,0.3564000129699707,10.849001169204712,15,"Dense",14,"relu"
0,26,0.3564000129699707,10.849001169204712,16,"Dense",14,"relu"
0,26,0.3564000129699707,10.849001169204712,17,"Dense",10,"softmax"
0,27,0.2587999999523163,6.559846878051758,2,"Dense",5,"relu"
0,27,0.2587999999523163,6.559846878051758,3,"Dense",5,"relu"
0,27,0.2587999999523163,6.559846878051758,5,"Dense",13,"relu"
0,27,0.2587999999523163,6.559846878051758,6,"Dense",7,"relu"
0,27,0.2587999999523163,6.559846878051758,8,"Dense",12,"relu"
0,27,0.2587999999523163,6.559846878051758,10,"Dense",9,"relu"
0,27,0.2587999999523163,6.559846878051758,12,"Dense",8,"relu"
0,27,0.2587999999523163,6.559846878051758,13,"Dense",13,"relu"
0,27,0.2587999999523163,6.559846878051758,14,"Dense",9,"relu"
0,27,0.2587999999523163,6.559846878051758,15,"Dense",8,"relu"
0,27,0.2587999999523163,6.559846878051758,16,"Dense",7,"relu"
0,27,0.2587999999523163,6.559846878051758,17,"Dense",10,"softmax"
0,28,0.42480000853538513,6.060972690582275,2,"Dense",12,"relu"
0,28,0.42480000853538513,6.060972690582275,4,"Dense",4,"relu"
0,28,0.42480000853538513,6.060972690582275,5,"Dense",11,"relu"
0,28,0.42480000853538513,6.060972690582275,7,"Dense",8,"relu"
0,28,0.42480000853538513,6.060972690582275,8,"Dense",14,"relu"
0,28,0.42480000853538513,6.060972690582275,9,"Dense",5,"relu"
0,28,0.42480000853538513,6.060972690582275,10,"Dense",4,"relu"
0,28,0.42480000853538513,6.060972690582275,11,"Dense",6,"relu"
0,28,0.42480000853538513,6.060972690582275,12,"Dense",10,"relu"
0,28,0.42480000853538513,6.060972690582275,14,"Dense",10,"softmax"
0,29,0.5879999995231628,6.787001132965088,2,"Dense",6,"relu"
0,29,0.5879999995231628,6.787001132965088,3,"Dense",11,"relu"
0,29,0.5879999995231628,6.787001132965088,4,"Dense",7,"relu"
0,29,0.5879999995231628,6.787001132965088,5,"Dense",11,"relu"
0,29,0.5879999995231628,6.787001132965088,6,"Dense",4,"relu"
0,29,0.5879999995231628,6.787001132965088,7,"Dense",14,"relu"
0,29,0.5879999995231628,6.787001132965088,8,"Dense",10,"relu"
0,29,0.5879999995231628,6.787001132965088,9,"Dense",5,"relu"
0,29,0.5879999995231628,6.787001132965088,10,"Dense",7,"relu"
0,29,0.5879999995231628,6.787001132965088,11,"Dense",12,"relu"
0,29,0.5879999995231628,6.787001132965088,12,"Dense",8,"relu"
0,29,0.5879999995231628,6.787001132965088,13,"Dense",13,"relu"
0,29,0.5879999995231628,6.787001132965088,14,"Dense",12,"relu"
0,29,0.5879999995231628,6.787001132965088,16,"Dense",10,"softmax"
0,30,0.3447999954223633,10.20099925994873,2,"Dense",6,"relu"
0,30,0.3447999954223633,10.20099925994873,4,"Dense",8,"relu"
0,30,0.3447999954223633,10.20099925994873,5,"Dense",4,"relu"
0,30,0.3447999954223633,10.20099925994873,6,"Dense",7,"relu"
0,30,0.3447999954223633,10.20099925994873,7,"Dense",6,"relu"
0,30,0.3447999954223633,10.20099925994873,9,"Dense",6,"relu"
0,30,0.3447999954223633,10.20099925994873,11,"Dense",9,"relu"
0,30,0.3447999954223633,10.20099925994873,12,"Dense",14,"relu"
0,30,0.3447999954223633,10.20099925994873,13,"Dense",13,"relu"
0,30,0.3447999954223633,10.20099925994873,14,"Dense",10,"softmax"
0,31,0.7623999714851379,6.52497124671936,2,"Dense",6,"relu"
0,31,0.7623999714851379,6.52497124671936,3,"Dense",13,"relu"
0,31,0.7623999714851379,6.52497124671936,4,"Dense",12,"relu"
0,31,0.7623999714851379,6.52497124671936,6,"Dense",6,"relu"
0,31,0.7623999714851379,6.52497124671936,7,"Dense",13,"relu"
0,31,0.7623999714851379,6.52497124671936,8,"Dense",13,"relu"
0,31,0.7623999714851379,6.52497124671936,9,"Dense",11,"relu"
0,31,0.7623999714851379,6.52497124671936,10,"Dense",10,"relu"
0,31,0.7623999714851379,6.52497124671936,12,"Dense",5,"relu"
0,31,0.7623999714851379,6.52497124671936,13,"Dense",14,"relu"
0,31,0.7623999714851379,6.52497124671936,14,"Dense",12,"relu"
0,31,0.7623999714851379,6.52497124671936,16,"Dense",10,"softmax"
1,0,0.18359999358654022,10.090973615646362,2,"Dense",4,"relu"
1,0,0.18359999358654022,10.090973615646362,4,"Dense",4,"relu"
1,0,0.18359999358654022,10.090973615646362,5,"Dense",11,"relu"
1,0,0.18359999358654022,10.090973615646362,6,"Dense",8,"relu"
1,0,0.18359999358654022,10.090973615646362,8,"Dense",11,"relu"
1,0,0.18359999358654022,10.090973615646362,9,"Dense",5,"relu"
1,0,0.18359999358654022,10.090973615646362,10,"Dense",4,"relu"
1,0,0.18359999358654022,10.090973615646362,11,"Dense",4,"relu"
1,0,0.18359999358654022,10.090973615646362,15,"Dense",14,"relu"
1,0,0.18359999358654022,10.090973615646362,16,"Dense",14,"relu"
1,0,0.18359999358654022,10.090973615646362,17,"Dense",10,"softmax"
1,1,0.446399986743927,24.70699906349182,2,"Dense",4,"relu"
1,1,0.446399986743927,24.70699906349182,4,"Dense",6,"relu"
1,1,0.446399986743927,24.70699906349182,5,"Dense",6,"relu"
1,1,0.446399986743927,24.70699906349182,7,"Dense",4,"relu"
1,1,0.446399986743927,24.70699906349182,9,"Dense",7,"relu"
1,1,0.446399986743927,24.70699906349182,10,"Dense",11,"relu"
1,1,0.446399986743927,24.70699906349182,11,"Dense",4,"relu"
1,1,0.446399986743927,24.70699906349182,12,"Dense",13,"relu"
1,1,0.446399986743927,24.70699906349182,13,"Dense",4,"relu"
1,1,0.446399986743927,24.70699906349182,14,"Dense",10,"relu"
1,1,0.446399986743927,24.70699906349182,15,"Dense",8,"relu"
1,1,0.446399986743927,24.70699906349182,16,"Dense",8,"relu"
1,1,0.446399986743927,24.70699906349182,18,"Dense",5,"relu"
1,1,0.446399986743927,24.70699906349182,19,"Dense",8,"relu"
1,1,0.446399986743927,24.70699906349182,20,"Dense",10,"softmax"
1,2,0.2240000069141388,6.1697142124176025,2,"Dense",13,"relu"
1,2,0.2240000069141388,6.1697142124176025,3,"Dense",6,"relu"
1,2,0.2240000069141388,6.1697142124176025,4,"Dense",14,"relu"
1,2,0.2240000069141388,6.1697142124176025,5,"Dense",13,"relu"
1,2,0.2240000069141388,6.1697142124176025,6,"Dense",4,"relu"
1,2,0.2240000069141388,6.1697142124176025,8,"Dense",13,"relu"
1,2,0.2240000069141388,6.1697142124176025,9,"Dense",9,"relu"
1,2,0.2240000069141388,6.1697142124176025,10,"Dense",12,"relu"
1,2,0.2240000069141388,6.1697142124176025,11,"Dense",12,"relu"
1,2,0.2240000069141388,6.1697142124176025,12,"Dense",10,"relu"
1,2,0.2240000069141388,6.1697142124176025,13,"Dense",10,"softmax"
1,3,0.6980000138282776,7.8411195278167725,2,"Dense",5,"relu"
1,3,0.6980000138282776,7.8411195278167725,3,"Dense",7,"relu"
1,3,0.6980000138282776,7.8411195278167725,4,"Dense",10,"relu"
1,3,0.6980000138282776,7.8411195278167725,5,"Dense",6,"relu"
1,3,0.6980000138282776,7.8411195278167725,6,"Dense",4,"relu"
1,3,0.6980000138282776,7.8411195278167725,7,"Dense",5,"relu"
1,3,0.6980000138282776,7.8411195278167725,8,"Dense",5,"relu"
1,3,0.6980000138282776,7.8411195278167725,9,"Dense",5,"relu"
1,3,0.6980000138282776,7.8411195278167725,10,"Dense",4,"relu"
1,3,0.6980000138282776,7.8411195278167725,11,"Dense",14,"relu"
1,3,0.6980000138282776,7.8411195278167725,12,"Dense",4,"relu"
1,3,0.6980000138282776,7.8411195278167725,13,"Dense",9,"relu"
1,3,0.6980000138282776,7.8411195278167725,14,"Dense",14,"relu"
1,3,0.6980000138282776,7.8411195278167725,15,"Dense",14,"relu"
1,3,0.6980000138282776,7.8411195278167725,16,"Dense",10,"softmax"
1,4,0.9124000072479248,28.872997999191284,2,"Dense",9,"relu"
1,4,0.9124000072479248,28.872997999191284,3,"Dense",5,"relu"
1,4,0.9124000072479248,28.872997999191284,4,"Dense",8,"relu"
1,4,0.9124000072479248,28.872997999191284,5,"Dense",14,"relu"
1,4,0.9124000072479248,28.872997999191284,6,"Dense",13,"relu"
1,4,0.9124000072479248,28.872997999191284,8,"Dense",10,"softmax"
1,5,0.1412000060081482,34.26799917221069,2,"Dense",4,"relu"
1,5,0.1412000060081482,34.26799917221069,3,"Dense",4,"relu"
1,5,0.1412000060081482,34.26799917221069,4,"Dense",6,"relu"
1,5,0.1412000060081482,34.26799917221069,5,"Dense",5,"relu"
1,5,0.1412000060081482,34.26799917221069,8,"Dense",11,"relu"
1,5,0.1412000060081482,34.26799917221069,10,"Dense",6,"relu"
1,5,0.1412000060081482,34.26799917221069,11,"Dense",4,"relu"
1,5,0.1412000060081482,34.26799917221069,12,"Dense",13,"relu"
1,5,0.1412000060081482,34.26799917221069,13,"Dense",4,"relu"
1,5,0.1412000060081482,34.26799917221069,15,"Dense",12,"relu"
1,5,0.1412000060081482,34.26799917221069,16,"Dense",14,"relu"
1,5,0.1412000060081482,34.26799917221069,18,"Dense",5,"relu"
1,5,0.1412000060081482,34.26799917221069,19,"Dense",8,"relu"
